"ITTER107_A","Territorio di origine","TIPO_DATO15","Tipo di indicatore demografico","PROV_DEST_Z","Tipo di trasferimento","ISO","Paese di cittadinanza","SEXISTAT1","Sesso","ETA1","Età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2011","2011",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2012","2012",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2013","2013",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2014","2014",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2015","2015",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2016","2016",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2017","2017",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2018","2018",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2019","2019",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_UN17","fino a 17 anni","2020","2020",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2002","2002",48654,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2003","2003",52481,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2004","2004",61224,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2005","2005",72540,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2006","2006",61726,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2007","2007",86285,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2008","2008",84546,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2009","2009",74882,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2010","2010",69928,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2011","2011",65272,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2012","2012",59674,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2013","2013",51299,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2014","2014",46130,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2015","2015",46557,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2016","2016",48806,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2017","2017",54787,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2018","2018",57329,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2019","2019",63315,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","9","totale","Y_UN17","fino a 17 anni","2020","2020",47166,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2003","2003",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2005","2005",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2006","2006",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2007","2007",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2008","2008",10,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2009","2009",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2010","2010",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2011","2011",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2012","2012",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2013","2013",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2014","2014",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2015","2015",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2016","2016",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2017","2017",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2018","2018",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2019","2019",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_UN17","fino a 17 anni","2020","2020",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2002","2002",80026,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2003","2003",189702,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2004","2004",190032,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2005","2005",124664,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2006","2006",108381,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2007","2007",223310,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2008","2008",212229,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2009","2009",176383,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2010","2010",187084,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2011","2011",168726,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2012","2012",155521,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2013","2013",132401,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2014","2014",122887,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2015","2015",133916,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2016","2016",147348,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2017","2017",175888,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2018","2018",158283,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2019","2019",130542,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","1","maschi","TOTAL","totale","2020","2020",96801,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2002","2002",108283,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2003","2003",224286,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2004","2004",203104,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2005","2005",159168,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2006","2006",150401,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2007","2007",283765,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2008","2008",264553,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2009","2009",229089,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2010","2010",244989,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2011","2011",200125,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2012","2012",179176,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2013","2013",159342,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2014","2014",138501,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2015","2015",129076,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2016","2016",131732,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2017","2017",143500,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2018","2018",147383,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2019","2019",163857,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","TOTAL","Totale","2","femmine","TOTAL","totale","2020","2020",119238,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2002","2002",102261,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2003","2003",266339,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2004","2004",242268,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2005","2005",155980,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2006","2006",143850,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2007","2007",311757,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2008","2008",278482,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2009","2009",231573,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2010","2010",251692,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2011","2011",213838,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2012","2012",195691,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2013","2013",164045,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2014","2014",148996,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2015","2015",154169,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2016","2016",165667,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2017","2017",194560,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2018","2018",176470,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2019","2019",143565,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","FOR","Foreign country","9","totale","Y18-39","18-39 anni","2020","2020",106856,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2003","2003",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2005","2005",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2006","2006",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2007","2007",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2008","2008",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2009","2009",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2010","2010",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2011","2011",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2012","2012",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2014","2014",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2015","2015",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2017","2017",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_UN17","fino a 17 anni","2019","2019",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2003","2003",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2008","2008",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2011","2011",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2012","2012",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2014","2014",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2016","2016",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2019","2019",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y_GE65","65 anni e più","2020","2020",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_GE65","65 anni e più","2008","2008",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_GE65","65 anni e più","2011","2011",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_GE65","65 anni e più","2012","2012",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_GE65","65 anni e più","2014","2014",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_GE65","65 anni e più","2019","2019",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y_GE65","65 anni e più","2020","2020",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2002","2002",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2003","2003",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2005","2005",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2006","2006",32,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2007","2007",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2008","2008",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2009","2009",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2010","2010",10,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2011","2011",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2012","2012",10,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2014","2014",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2015","2015",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2016","2016",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2017","2017",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2018","2018",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2019","2019",10,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y18-39","18-39 anni","2020","2020",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2002","2002",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2005","2005",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2007","2007",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2008","2008",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2009","2009",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2011","2011",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2012","2012",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2014","2014",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2015","2015",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2016","2016",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2018","2018",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2019","2019",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","Y40-64","40-64 anni","2020","2020",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2002","2002",12,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2003","2003",12,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2005","2005",30,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2006","2006",46,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2007","2007",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2008","2008",20,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2009","2009",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2010","2010",18,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2011","2011",14,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2012","2012",19,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2014","2014",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2015","2015",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2016","2016",12,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2017","2017",10,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2018","2018",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2019","2019",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y18-39","18-39 anni","2020","2020",17,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2002","2002",10,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2003","2003",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2005","2005",17,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2006","2006",36,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2007","2007",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2008","2008",20,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2009","2009",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2010","2010",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2011","2011",14,,
